Query,Tool
Compute the total current value of my holdings.,CalculatePortfolioValue
Tell me the live stock price for IBM.,GetStockPrice
Initiate a sale of 15 shares of Intel.,ExecuteTrade
Get price history for Boeing over the last 3 months.,GetHistoricalData
Assess the overall sentiment for Walmart.,AnalyzeSentiment
What is the current worth of my entire portfolio?,CalculatePortfolioValue
What is the current stock price of Google?,GetStockPrice
Buy 50 shares of TSLA.,ExecuteTrade
Show me the past prices for Apple over the last month.,GetHistoricalData
What's the market sentiment for Pfizer?,AnalyzeSentiment
What's the current value of my investment portfolio?,CalculatePortfolioValue
Tell me the real-time trading price for Amazon.,GetStockPrice
Sell 100 units of SPG.,ExecuteTrade
Fetch historical data for Coca-Cola from 2020 to 2023.,GetHistoricalData
Analyze the recent news articles about Starbucks.,AnalyzeSentiment
Calculate the total worth of my holdings.,CalculatePortfolioValue
How much is Microsoft stock worth right now?,GetStockPrice
Place an order to purchase 25 shares of Intel.,ExecuteTrade
Give me the volume and price history for ExxonMobil for last year.,GetHistoricalData
Tell me the overall sentiment regarding Tesla's stock.,AnalyzeSentiment
Show me my current portfolio balance.,CalculatePortfolioValue
What's the latest price for Netflix (NFLX)?,GetStockPrice
Execute a sell order for 10 shares of AMD.,ExecuteTrade
Retrieve the closing prices for IBM for the last 5 years.,GetHistoricalData
Is the market feeling positive or negative about Amazon right now?,AnalyzeSentiment
How much is my entire stock portfolio worth today?,CalculatePortfolioValue
Show me the current quote for NVDA.,GetStockPrice
I want to buy 5 shares of Berkshire Hathaway.,ExecuteTrade
What was the stock performance of Disney in Q3 2022?,GetHistoricalData
Score the financial news for JPMorgan Chase.,AnalyzeSentiment
Can you give me an update on my total asset value?,CalculatePortfolioValue
What's the current price of Apple stock?,GetStockPrice
Buy 10 shares of Google.,ExecuteTrade
Show me the historical data for Microsoft for the last year.,GetHistoricalData
Analyze the sentiment for Tesla.,AnalyzeSentiment
What is the current value of my portfolio?,CalculatePortfolioValue
How much is Amazon stock trading at?,GetStockPrice
Sell 50 units of NVIDIA.,ExecuteTrade
Get past prices for Netflix from 2020 to 2023.,GetHistoricalData
Give me the market sentiment score for JPMorgan.,AnalyzeSentiment
Calculate the total worth of my assets.,CalculatePortfolioValue
Real-time quote for TSLA please.,GetStockPrice
Purchase 25 shares of Adobe.,ExecuteTrade
I need the stock performance history for Pfizer for the last 3 months.,GetHistoricalData
What's the sentiment analysis for Disney's recent news?,AnalyzeSentiment
Show me my total account value.,CalculatePortfolioValue
Price check on Microsoft (MSFT).,GetStockPrice
Place a sell order for 10 shares of Starbucks.,ExecuteTrade
Fetch historical data for General Motors from 2018 to 2022.,GetHistoricalData
Score the sentiment for Coca-Cola's stock.,AnalyzeSentiment
Compute the value of all my current holdings.,CalculatePortfolioValue
What's the live trading price for Oracle?,GetStockPrice
Execute a buy for 5 shares of Salesforce.,ExecuteTrade
Get me the daily closing prices for Boeing for the past 6 months.,GetHistoricalData
Determine the overall sentiment for Bank of America.,AnalyzeSentiment
Can you tell me how much my investments are worth?,CalculatePortfolioValue
What is the current price of Google stock?,GetStockPrice
Buy 15 shares of Microsoft.,ExecuteTrade
Show me the historical data for Apple from 2020 to 2022.,GetHistoricalData
Analyze the market sentiment for Tesla.,AnalyzeSentiment
What is the total value of my portfolio?,CalculatePortfolioValue
How much is Amazon stock trading for right now?,GetStockPrice
Sell 20 shares of Netflix.,ExecuteTrade
Fetch past prices for Facebook (Meta) over the last 6 months.,GetHistoricalData
Is the sentiment positive or negative for NVIDIA?,AnalyzeSentiment
Calculate the current worth of all my investments.,CalculatePortfolioValue
Give me the real-time quote for Pfizer.,GetStockPrice
I want to purchase 50 shares of Intel.,ExecuteTrade
Retrieve the daily closing prices for IBM during Q1 2023.,GetHistoricalData
Determine the overall sentiment for Starbucks based on recent news.,AnalyzeSentiment
What's the current value of my holdings?,CalculatePortfolioValue
What's the latest price for Coca-Cola stock?,GetStockPrice
Execute an order to sell 10 shares of AMD.,ExecuteTrade
Get the historical volume data for Disney for the past year.,GetHistoricalData
Aggregate and score recent news for Boeing's market sentiment.,AnalyzeSentiment
Show me the total financial value of my account.,CalculatePortfolioValue
How much is Spotify stock currently valued at?,GetStockPrice
Place a buy order for 100 shares of GE.,ExecuteTrade
Can you show me the price history for Walmart for last month?,GetHistoricalData
Analyze sentiment for ExxonMobil.,AnalyzeSentiment
Compute the current value of all my equities.,CalculatePortfolioValue
What's the current price of GOOGL?,GetStockPrice
How much is Microsoft stock trading for right now?,GetStockPrice
Can you get me the real-time quote for AMC?,GetStockPrice
What's the latest price of Amazon (AMZN)?,GetStockPrice
Show me the live stock price for NVDA.,GetStockPrice
Buy 50 shares of Netflix.,ExecuteTrade
Sell 100 units of GE stock.,ExecuteTrade
I want to purchase 15 shares of Starbucks.,ExecuteTrade
Place an order to sell 20 shares of Coca-Cola.,ExecuteTrade
Execute a buy order for 5 shares of Disney.,ExecuteTrade
Show me the stock performance of IBM for the last year.,GetHistoricalData
What were the closing prices for Apple in March 2023?,GetHistoricalData
Can I see the volume data for TSLA over the past 3 months?,GetHistoricalData
Fetch historical prices for Google from 2020 to present.,GetHistoricalData
What's the market sentiment for Meta Platforms?,AnalyzeSentiment
Analyze the news sentiment for Pfizer.,AnalyzeSentiment
How do investors feel about Boeing based on recent articles?,AnalyzeSentiment
Get the sentiment score for Johnson & Johnson.,AnalyzeSentiment
What's the overall market sentiment for Ford Motor Company?,AnalyzeSentiment
What's the total value of my investments?,CalculatePortfolioValue
Show me my current portfolio worth.,CalculatePortfolioValue
Compute the total financial value of my account.,CalculatePortfolioValue
How much is my entire stock portfolio worth right now?,CalculatePortfolioValue
Can you calculate the current value of all my holdings?,CalculatePortfolioValue
What is the current stock price for Google?,GetStockPrice
How much is Apple stock trading for right now?,GetStockPrice
Can you get me the real-time quote for Microsoft?,GetStockPrice
Show me the live price of Tesla.,GetStockPrice
What's the latest stock value for Amazon?,GetStockPrice
Buy 10 shares of Netflix.,ExecuteTrade
Sell 50 shares of IBM.,ExecuteTrade
I want to purchase 20 units of Disney stock.,ExecuteTrade
Execute a sell order for 100 shares of Coca-Cola.,ExecuteTrade
Place an order to buy 5 shares of Nvidia.,ExecuteTrade
Show me the historical performance of Boeing for the last year.,GetHistoricalData
Get the past stock data for Intel from 2020 to 2022.,GetHistoricalData
Provide historical volume data for Meta for the previous month.,GetHistoricalData
Can I see the closing prices for Oracle for the last six months?,GetHistoricalData
What's the market sentiment for Google?,AnalyzeSentiment
Analyze the news sentiment regarding Tesla.,AnalyzeSentiment
Is the current financial news positive or negative for Apple?,AnalyzeSentiment
Provide a sentiment analysis for Microsoft's recent news articles.,AnalyzeSentiment
Determine the overall market feeling for Amazon based on recent reports.,AnalyzeSentiment
What is the current total value of my portfolio?,CalculatePortfolioValue
Calculate the total worth of my investment holdings.,CalculatePortfolioValue
Show me the current valuation of my entire account.,CalculatePortfolioValue
How much is my stock portfolio worth right now?,CalculatePortfolioValue
Can you compute the total financial value of all my assets?,CalculatePortfolioValue
What is the current price of Tesla stock?,GetStockPrice
Buy 10 shares of Apple.,ExecuteTrade
Show me the historical data for Microsoft over the last 6 months.,GetHistoricalData
What's the market sentiment for Amazon?,AnalyzeSentiment
Calculate the total value of my investment portfolio.,CalculatePortfolioValue
How much is Google (GOOGL) trading for right now?,GetStockPrice
Sell 50 units of NVIDIA.,ExecuteTrade
Can you get the price history for Netflix from 2022 to 2023?,GetHistoricalData
Is the news about Pfizer positive or negative?,AnalyzeSentiment
What is the current worth of all my holdings?,CalculatePortfolioValue
Quote for Facebook (META)?,GetStockPrice
I want to purchase 25 shares of AMD.,ExecuteTrade
Retrieve the daily closing prices for Intel (INTC) in January 2023.,GetHistoricalData
Analyze the sentiment around Coca-Cola.,AnalyzeSentiment
Compute the total financial value of my account.,CalculatePortfolioValue
What's the real-time share price of IBM?,GetStockPrice
Execute a sell order for 100 shares of Boeing.,ExecuteTrade
Fetch past stock data for Disney (DIS) for the last quarter.,GetHistoricalData
What's the overall market sentiment for General Electric?,AnalyzeSentiment
Show me my current portfolio value.,CalculatePortfolioValue
Current trading price of Shopify (SHOP)?,GetStockPrice
Buy 5 shares of Starbucks (SBUX).,ExecuteTrade
Give me the historical performance of Salesforce (CRM) for the past year.,GetHistoricalData
Determine the sentiment score for JPMorgan Chase.,AnalyzeSentiment
How much are all my assets currently worth?,CalculatePortfolioValue
What is the price of Tesla stock?,GetStockPrice
Buy 10 shares of Apple.,ExecuteTrade
What's the current price of GOOG?,GetStockPrice
Sell 50 units of Microsoft stock.,ExecuteTrade
Show me the closing prices for IBM from January to March 2023.,GetHistoricalData
What's the market sentiment for ExxonMobil?,AnalyzeSentiment
Compute the current worth of my stock portfolio.,CalculatePortfolioValue
How much is TSLA trading at right now?,GetStockPrice
Place an order to purchase 20 shares of Coca-Cola.,ExecuteTrade
Fetch historical data for Boeing for the past month.,GetHistoricalData
Is the general sentiment for Disney positive or negative?,AnalyzeSentiment
Show me my total account value.,CalculatePortfolioValue
Current stock value for Amazon.,GetStockPrice
Execute a sell order for 15 shares of Pfizer.,ExecuteTrade
What was the volume traded for GE in Q4 2022?,GetHistoricalData
Assess the market mood for Procter & Gamble.,AnalyzeSentiment
How much is my entire portfolio worth right now?,CalculatePortfolioValue
What's the latest price for NVDA?,GetStockPrice
I want to acquire 5 shares of Adobe.,ExecuteTrade
Retrieve past price data for Meta Platforms for the last 5 years.,GetHistoricalData
What do financial news articles say about Tesla's outlook?,AnalyzeSentiment
Calculate the current value of all my holdings.,CalculatePortfolioValue
Show me the real-time quote for Microsoft.,GetStockPrice
Buy 50 shares of Netflix.,ExecuteTrade
Give me the stock performance of Apple over the last year.,GetHistoricalData
What's the current price of Microsoft stock?,GetStockPrice
Buy 10 shares of Apple at market price.,ExecuteTrade
