query,gold_tool,pred_tool,model_output
Can you check if it's legal for employers to monitor their employees' emails?,LawTool,LawTool,LawTool
"Please provide me with the latest market data, including exchange rates, price charts, and trading volumes, as well as relevant news articles, updates, and analysis specifically for the GBP/JPY forex pair.",FinanceTool,FinanceTool,FinanceTool
"As of the current moment, could you kindly provide me with the name of the cryptocurrency that currently holds the highest market capitalization?",FinanceTool,FinanceTool,FinanceTool
Are there any ferries available from Dubrovnik to Split? I can't seem to find any information online.,TripTool,WeatherTool,WeatherTool
I'm planning a trip to Bali. Can you give me an estimate of the flight costs?,TripTool,FinanceTool,FinanceTool
Which cars are available for rent in San Diego?,TripTool,TripTool,TripTool
"Hey, I've heard a lot about the price to earnings ratio of the Meebits collection. Can you give me that information?",FinanceTool,FinanceTool,FinanceTool
"According to California Vehicle Code Section 21453, running a red light is considered an infraction. The penalties may include a fine, which can vary based on the jurisdiction and circumstances surrounding the violation. Additionally, the violation may add points to your driving record. It's important to consult the specific section of the law and contact the appropriate traffic court for precise information regarding your individual case.",LawTool,LawTool,LawTool
Can you please provide me with the latest news headlines specifically related to Non-Fungible Tokens (NFTs) that have been published today?,FinanceTool,FinanceTool,FinanceTool
I'm furious with the quality of courses offered on Coursera! Can you help me find some highly-rated courses that are worth considering?,CourseTool,CourseTool,CourseTool
"I'm really mad that I missed out on investing in Ripple. Get me the current price, market cap, and 24-hour trading volume of Ripple!",FinanceTool,FinanceTool,FinanceTool
"These laws, often referred to as family and medical leave laws, allow eligible employees to take up to 12 weeks of protected leave within a 12-month period to attend to various personal and familial needs, including the birth or adoption of a child, caring for a seriously ill family member, or tending to their own serious health conditions.",LawTool,LawTool,LawTool
Hey there! I'm interested in exploring creative writing. Where can I find the best online creative writing classes and teachers on Outschool? ,CourseTool,CourseTool,CourseTool
"Can you retrieve SEC filings from Google related to any pending legal proceedings, including information on the case number, parties involved, filing date, and the nature of the proceedings?",FinanceTool,CourseTool,CourseTool
What are the legal requirements for registering a vehicle in California?,LawTool,LawTool,LawTool
How can I transfer funds using crypto?,FinanceTool,FinanceTool,FinanceTool
Can you provide insights on the latest SEC filing of Apple? ,FinanceTool,FinanceTool,FinanceTool
How windy will it be in Chicago tomorrow afternoon?,WeatherTool,WeatherTool,WeatherTool
Can you provide me with a curated list of today's NFT news headlines in a format where I can click on them?,FinanceTool,CourseTool,CourseTool
Hi! I'm looking for online classes to learn coding. Can you help me find top-quality online coding classes and teachers on Outschool? ,CourseTool,CourseTool,CourseTool
"I need a comprehensive and structured lesson plan, specifically designed for teaching high school students about the causes, effects, and potential solutions related to the urgent issue of global warming.",CourseTool,CourseTool,CourseTool
Which cryptocurrency has the highest trading volume today?,FinanceTool,FinanceTool,FinanceTool
I can't stand this humidity! What's the forecast for Mumbai?,WeatherTool,WeatherTool,WeatherTool
I can't believe it's raining again! I need to know the weather forecast for today.,WeatherTool,WeatherTool,WeatherTool
Can you show me the holdings within the SPY ETF?,FinanceTool,FinanceTool,FinanceTool
Hello! I'm interested in analyzing options and financial data. Can you assist me with that?,FinanceTool,FinanceTool,FinanceTool
I can't believe this! I need to find a hotel near Kyoto Station!,TripTool,TripTool,TripTool
"I'm going hiking in the Rocky Mountains tomorrow, what's the weather going to be like in Colorado?鈥?
Weather_Forecast,I'm curious about the weather in Sydney",WeatherTool,WeatherTool,WeatherTool
"I would like a detailed analysis of the statistical data, such as historical prices, volume, price-to-earnings ratio, and other relevant metrics, specifically pertaining to Amazon stock.",FinanceTool,FinanceTool,FinanceTool
Hi there! Can you track the current price of Bitcoin and give me an update on the market sentiment based on the last 20 news media mentions?,FinanceTool,FinanceTool,FinanceTool
Can you help me find a dog-friendly hotel near the beach?,TripTool,TripTool,TripTool
"Can you find me a budget-friendly hotel in San Francisco that is conveniently located and offers comfortable accommodation, complimentary amenities, and a stunning view of the iconic Golden Gate Bridge?",TripTool,TripTool,TripTool
"I can't believe how difficult it is to find a rental car in San Francisco! Find me a car ASAP!"" ",TripTool,TripTool,TripTool
"I want to learn the specific nuances, intonation patterns, and distinct phonetic sounds associated with the British English accent and pronunciation.",CourseTool,CourseTool,CourseTool
I'm tired of using language learning apps. They're not helping me progress. Can you suggest any good online tutors or language teachers who can give me personalized lessons tailored to my needs?,CourseTool,CourseTool,CourseTool
I'm interested in understanding the fundamentals of economics. Are there any recommended courses available?,CourseTool,CourseTool,CourseTool
What's the weather like in Paris tomorrow?,WeatherTool,WeatherTool,WeatherTool
What are the wind speeds at ORD airport in Chicago today?,WeatherTool,WeatherTool,WeatherTool
Can you give me the current rank of Polkadot among all cryptocurrencies?,FinanceTool,FinanceTool,FinanceTool
Could you suggest some beginner-friendly courses for learning graphic design on Coursera?,CourseTool,CourseTool,CourseTool
"Why is it so hard to find a car for my trip? Find me a car in New York City right now!"" ",TripTool,FinanceTool,FinanceTool
What are the major headlines in the NFT world right now?,FinanceTool,CourseTool,CourseTool
"I'm looking for comprehensive and up-to-date lectures specifically focused on various aspects of artificial intelligence, such as machine learning, deep learning, natural language processing, computer vision, and robotics.",CourseTool,CourseTool,CourseTool
I want to know the trading volume of Ripple in the last 24 hours.,FinanceTool,FinanceTool,FinanceTool
Can you suggest some family-friendly activities in Orlando?,TripTool,CourseTool,CourseTool
"Can you please provide me with more details on the type of attraction tickets you are looking for, such as specific dates, number of tickets needed, and any additional preferences or requirements?",TripTool,CourseTool,CourseTool
"I need to book a one-way economy class flight for a single adult passenger from Singapore Changi Airport (SIN) to Sydney Kingsford Smith Airport (SYD) departing on March 15th, 2022, preferably in the morning, with a flexible return date.",TripTool,TripTool,TripTool
I am looking for a lawyer who can guide me through the process of setting up a company in Sapporo. Can you assist me?,LawTool,LawTool,LawTool
